User,Tweet
Obama,The economy added 161000 jobs in October and wages are up 2.8 percent over the past year. http://ofa.bo/2e8XF5N  #JobsReport
Obama,There are a lot of plans out there. Check your options and lock in the one that's best for you: http://ofa.bo/2eZtYDp  #GetCovered
Obama,The positive impact of #Obamacare is undeniable but there's one big factor holding many states back:http://ofa.bo/2feEipF 
Obama,Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCoveredpic.twitter.com/e1KoXcPtpU
Obama,Thanks to #Obamacare quality health care is available to everyone. The marketplace is now open—make sure you and your family #GetCovered.pic.twitter.com/0DDAhckcDW
Obama,Community organizing never goes out of style. Shop now: http://ofa.bo/2feFszZ pic.twitter.com/E56ofoU36i
Obama,With #Obamacare people can focus on treatment for pre-existing conditions without the fear of coverage being capped or denied. #GetCoveredpic.twitter.com/QqCs6K3y2v
Obama,The Obamacare marketplace is now open. If you're uninsured now is the time to shop for a plan and #GetCovered. http://ofa.bo/2f9F877 pic.twitter.com/uiA1EGZylU
Obama,Lions and Tiggers and bears! Oh my! #HappyHalloweenpic.twitter.com/iU4fjBhi0Y
Obama,Usted y su familia merecen la tranquilidad de saber que están cubiertos. El mercado de seguros abre mañana.pic.twitter.com/9iRCkLRGZD
Obama,Speak up in support of quality affordable health care for all.http://ofa.bo/2f5XyoV 
Obama,There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less than $75 a month.pic.twitter.com/YixI8RXOdq
Obama,Open enrollment begins tomorrow—make sure you and your loved ones #GetCovered.pic.twitter.com/2aak7Bt0s3
Obama,Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: http://ofa.bo/2dP8GJo  #DoYourJob
Obama,Senate leaders should put the common good above politics—the integrity of our nation's highest court depends on it. #DoYourJobpic.twitter.com/Ie5vbg4f5D
Obama,Don't ghost on your health and well-being—your chance to #GetCovered is coming up. Open enrollment starts November 1.pic.twitter.com/J86AESUreZ
Obama,Climate change is happening now. Denial is dangerous.http://ofa.bo/2efZv0y 
Obama,If you're willing to work hard and play by the rules you should be able to get ahead.pic.twitter.com/394hdJttgO
Obama,President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans.http://www.snappytv.com/tc/3055958 
Obama,New report: Renewable energy installations are beating fossil fuel installations for the first time. http://ofa.bo/2eUzF3x  #ActOnClimate
Obama,Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support: http://ofa.bo/2dLT09T 
Obama,This is what happens when we focus on building an economy that works for everyone not just those at the top.http://ofa.bo/2f890nF 
Obama,No one's too wrapped up in pre-existing conditions to #GetCovered. Thanks to Obamacare you can find a plan that meets your needs.pic.twitter.com/ZLKWSvHNk8
Obama,Help protect the progress we've made in helping millions of Americans get covered. Add your name now:http://ofa.bo/2dIKiZL 
Obama,DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCoveredpic.twitter.com/9RGG5Pr4mb
Obama,Women the sick survivors—they all deserve fair treatment in our health care system. #Obamacarepic.twitter.com/G948HN7pzV
Obama,Don't get tripped up by misinformation. Join the @OFA Truth Team today: http://ofa.bo/2e7FVDZ pic.twitter.com/vwwDgFHq6A
Obama,Be proud of the progress we've made together—wear the mark of this movement. http://ofa.bo/2eFUY9Z pic.twitter.com/1Z4yJmYh4E
Obama,Strong policies that help working families get ahead are good for our economy.pic.twitter.com/QRRhibjZCl
Obama,The four-week average of jobless claims fell to the lowest level since 1973—a sign of a healthy labor market.http://ofa.bo/2eoEgwE 
Obama,Since 2010 America's uninsured rate has been cut in half. Help build on that progress—join Team #Obamacare today: http://ofa.bo/2e4wfdd 
Obama,Health care is a right not a privilege—and #Obamacare works to protect that right for millions of Americans.pic.twitter.com/B7fO8rhggW
Obama,Don't get tripped up by misinformation. Join the @OFA Truth Team today: http://ofa.bo/2ePMlfI pic.twitter.com/Nxgp87o4iq
Obama,Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the security of health care.pic.twitter.com/s87tsEpUv1
Obama,Because of Obamacare another 20 million Americans now know the financial security of health insurance.http://www.snappytv.com/tc/3055928 
Obama,Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team @Obamacare today: http://ofa.bo/2enxsPd 
Obama,There's still more work to do but let's celebrate how far we've come.pic.twitter.com/kUVWn68kJw
Obama,LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act. http://ofa.bo/2ekISnP 
Obama,Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act. http://ofa.bo/2ekISnP 
Obama,There's a lot of misinformation floating around. Make sure you've got the facts—join the @OFA Truth Team: http://ofa.bo/2e4u2Qt pic.twitter.com/TJRao05cIe
